Page,Users,Sessions,Users_%_of_Total,Pageviews,Unique_Pageviews,Entrances,Bounce_Rate
/view/doi:10.3334/CDIAC/ESS.CMP002,5,0,0.000383,16,11,0,null
/view/ess-dive-c3c4b7bb5b66369-20180704T215529758,5,1,0.000383,7,6,1,1
/view/doi:10.18739/A27D27,5,0,0.000383,5,5,0,null
/view/urn:uuid:a8b291e7-250d-4b9b-8d69-b5bd1d301c55,5,2,0.000383,12,8,2,0
/catalog/view/urn:uuid:220b1859-04df-4bb4-9ff4-e63cfdee6929,5,1,0.000383,9,6,1,1
/view/doi:10.18739/A2127T,5,0,0.000383,6,5,1,null
/catalog/view/doi:10.18739/A26M3336V,5,3,0.000383,10,5,3,0.333333333
/view/doi:10.5065/D63T9F72,5,1,0.000383,6,6,1,0
/view/arctic-data.14104.1,5,7,0.000383,22,11,7,0.428571429
/catalog/data/query=doi.org/10.18739/A2KD1QK3Q,5,0,0.000383,7,5,0,null
/catalog/view/doi:10.18739/A2QV3C418,5,1,0.000383,5,5,1,1
/catalog/view/doi:10.18739/A29882N41,5,4,0.000383,5,5,4,1
/view/autogen.2016032221522540687.4,5,1,0.000383,24,10,1,0
/view/ess-dive-e35c7b70189460e-20180611T171237579348,5,5,0.000382,20,12,5,0.8
/catalog/view/urn:uuid:6270d1ee-c9ce-46ed-bf1e-29938e1d86b1,5,2,0.000382,10,7,2,0
/view/resource_map_doi:10.18739/A21D2C,5,2,0.000382,9,9,2,0.5
/catalog/view/doi:10.18739/A2ZZ75,5,0,0.000382,6,5,0,null
/catalog/view/dcx_db040636-a9f9-4b29-90db-bfba13b70db1_2,5,4,0.000382,5,5,4,1
/view/arctic-data.9887.1,5,2,0.000382,21,15,2,0.5
/view/ess-dive-300b37b3e863e77-20180320T182716015778,5,0,0.000382,19,7,0,null
/view/ess-dive-968f4b8b5eb06ca-20180330T184732949,5,1,0.000382,30,20,1,0
/catalog/view/doi:10.5065/D63R0R10,5,4,0.000382,8,5,4,1
/view/arctic-data.13844.1,5,2,0.000382,14,10,2,0.5
/view/doi:10.5065/D6707ZKZ,5,3,0.000382,6,5,3,0.666666667
/catalog/view/urn:uuid:af6620cb-dba6-4176-88b1-2b9fa3c4945b,5,4,0.000382,24,17,4,0
/catalog/view/doi:10.18739/A2K35MF2M,5,4,0.000382,5,5,4,1
/view/doi:10.18739/A2KG4S,5,0,0.000382,11,7,0,null
/catalog/view/urn:uuid:cf8576c7-595a-4774-b275-0e979152f7eb,5,6,0.000382,9,8,6,0
/view/doi:10.18739/A21W73,5,0,0.000382,9,8,0,null
/catalog/view/doi:10.18739/A2959C794,5,1,0.000382,8,6,1,1
/catalog/view/doi:10.18739/A2GB1XH7M,5,4,0.000382,7,5,4,1
/catalog/view/doi:10.5065/D6X34VKT,5,2,0.000382,6,5,2,0.5
/view/doi:10.18739/A2QK76,5,0,0.000382,8,6,0,null
/view/urn:uuid:3af4313b-112c-4ed6-8c44-d8a9042b6917,5,1,0.000382,13,7,1,0
/view/doi:10.5065/D6Q81B5Z,5,2,0.000381,6,5,2,1
/view/arctic-data.10110.1,5,9,0.000381,22,16,9,0.444444444
/catalog/view/resource_map_doi:10.18739/A2VP3Z,5,4,0.000381,5,5,4,0.75
/view/urn:uuid:9ecfdec5-ef0c-4fb1-8d6e-b9d4399bdcc7,5,0,0.000381,21,11,0,null
/view/urn:uuid:783d8459-fcd8-449e-a39d-674cc9c84f02,5,1,0.000381,11,7,2,0
/view/urn:uuid:b02e816f-f871-4c34-ad53-52274e5ff8a5,5,1,0.000381,10,8,2,1
/catalog/view/doi:10.5065/D6WW7FQD,5,1,0.000381,5,5,1,0
/view/doi:10.5065/D6W66HW6,5,2,0.000381,7,7,2,1
/view/doi:10.18739/A24S23,5,0,0.000381,8,6,0,null
/view/arctic-data.14482.1,5,2,0.000381,17,13,2,0.5
/view/arctic-data.10538.1,5,4,0.000381,17,15,4,0.25
/catalog/view/dcx_05ca6e56-3044-4aa4-8f17-f89d9919e978_2,5,5,0.000381,5,5,5,1
/view/arctic-data.9897.1,5,2,0.000381,14,10,2,0
/catalog/view/urn:uuid:e971e3cc-b2d2-4179-b446-3eeb555aec83,5,1,0.000381,17,7,1,0
/catalog/view/doi:10.18739/A2QR4NR2G,5,4,0.000381,7,5,4,1
/catalog/view/dcx_d030cf8a-90c4-49ce-bbc5-b9808b9a5eb6_2,5,5,0.000381,5,5,5,1
/catalog/view/doi:10.18739/A2CN6Z01G,5,1,0.000381,5,5,1,1
/catalog/view/doi:10.18739/A2VH5CJ35,5,2,0.000381,5,5,2,1
"/servlet/admin?category=server&method=listall&authorization=digest+username=""admin"",+response=""ae9f86d6beaa3f9ecb9a5b7e072a4138"",+nonce=""2b089ba7985a883ab2eddcd3539a6c94"",+realm=""adminrealm"",+uri=""/servlet/admin""&service=",5,5,0.000381,5,5,5,1
/quality/doi:10.18739/A26R5H,5,2,0.000381,7,6,2,0.5
/view/arctic-data.14730.1,5,7,0.00038,24,20,7,0.285714286
/catalog/view/doi:10.18739/A25717N98,5,4,0.00038,7,5,4,0.75
/view/urn:uuid:de2f9565-9936-4928-90c4-1cdee479fc6b,5,1,0.00038,10,7,1,0
/catalog/view/doi:10.18739/A25Q4RM52,5,0,0.00038,13,5,0,null
/view/ess-dive-9897e8c303424d1-20180329T130024753497,5,0,0.00038,25,7,0,null
/view/arctic-data.14400.1,5,0,0.00038,10,9,0,null
/catalog/view/doi:10.18739/A2TQ5RF34,5,4,0.00038,6,6,4,1
/catalog/view/urn:uuid:e5c4fd54-70a6-416b-8ab7-5b29fa9074e0,5,1,0.00038,7,5,1,1
/catalog/view/urn:uuid:3447e71f-ba83-4ccf-9c2e-2f6cd6e98868,5,2,0.00038,17,11,2,0
/view/doi:10.18739/A2C289,5,0,0.00038,6,5,0,null
/catalog/view/urn:uuid:317757b0-b0fe-4e36-9d05-e96dc64cc090,5,3,0.00038,24,11,3,0
/view/doi:10.18739/A2MK10,5,3,0.00038,27,10,3,0
/view/doi:10.15485/1355980,5,0,0.00038,5,5,0,null
/view/arctic-data.9824.1,5,2,0.00038,21,14,2,0.5
/catalog/view/doi:10.18739/A2319S34N,5,4,0.00038,5,5,4,1
/view/doi:10.18739/A2MG90,5,0,0.00038,5,5,0,null
/view/doi:10.18739/A28H0T,5,3,0.00038,11,7,3,0.333333333
/view/arctic-data.14652.1,5,1,0.00038,16,9,1,0
/catalog/view/doi:10.18739/A27S7HS89,5,4,0.00038,6,5,4,1
/catalog/view/urn:uuid:55859115-5f00-41fb-8366-c428b72a88ea,5,0,0.00038,11,9,0,null
/catalog/view/doi:10.18739/A2F76675X,5,4,0.00038,5,5,4,1
/download/fileDownload.htm?fileAccessPointId=18f71f1e-b38e-4f0a-8188-84ad229f8a18,5,3,0.000379,6,5,3,1
/catalog/view/doi:10.18739/A24F1MH89,5,1,0.000379,7,5,2,0
/view/doi:10.18739/A2K66S,5,0,0.000379,21,9,0,null
/view/urn:uuid:018bcb3f-ca2e-4a86-9845-d1c5fca81a40,5,0,0.000379,26,10,0,null
/view/urn:uuid:c407cdd9-f52b-4247-b6f1-4297e8e8424e,5,2,0.000379,33,25,2,0
/view/urn:uuid:9f649576-5448-45f7-8e7c-43bb2bbd4266,5,3,0.000379,12,7,3,0.333333333
/catalog/view/urn:uuid:d7ca6f59-984a-49a7-839e-0f0b246d466f,5,2,0.000379,6,5,2,1
/catalog/view/doi:10.18739/A2J38KJ0D,5,5,0.000379,5,5,5,1
/catalog/view/doi:10.18739/A20C4SK6H,5,4,0.000379,5,5,4,1
/catalog/view/doi:10.18739/A2CR5NC4S,5,2,0.000379,7,7,2,1
/view/urn:uuid:c7b68f74-2d07-42ee-bd45-5b233c1c03a2,5,5,0.000379,31,12,5,0
/catalog/view/doi:10.18739/A2X63B580,5,4,0.000379,6,6,4,1
/catalog/view/doi:10.18739/A2VX0633H,5,3,0.000379,9,8,3,1
/view/doi:10.18739/A2F91P,5,1,0.000379,11,6,1,0
/view/urn:uuid:65aa1623-18c6-440b-94e1-0da3fbc2f14a,5,3,0.000379,17,10,3,0.333333333
/view/doi:10.18739/A2D366,5,1,0.000379,9,8,1,0
/view/doi:10.18739/A2H932,5,2,0.000379,6,6,2,0.5
/catalog/view/urn:uuid:d6be9a14-3d39-4848-b7e3-4a79c740e2b5,5,2,0.000379,6,5,2,1
/catalog/view/dcx_d7f0f7f1-1b63-476a-b61f-31bd8eceebaf_2,5,5,0.000379,5,5,5,1
/catalog/view/urn:uuid:adecdb37-d54b-4f8d-8cbb-c2d8299deb94,5,0,0.000379,16,8,0,null
/view/doi:10.5065/D6X34VKT,5,2,0.000378,9,8,2,1
/view/doi:10.18739/A2TP75,5,0,0.000378,13,7,0,null
/catalog/view/doi:10.18739/A2CJ87M1K,5,5,0.000378,5,5,5,1
/view/doi:10.18739/A2154DN82,5,0,0.000378,12,6,0,null
/view/urn:uuid:c5a6626a-3a2e-4532-bebf-e717c805fee4,5,0,0.000378,8,6,0,null
/catalog/view/doi:10.18739/A2513TW75,5,4,0.000378,5,5,4,1
/catalog/view/urn:uuid:3d2c694e-5318-46a5-9b4d-d5f0b3e623b1,5,7,0.000378,17,10,7,0.571428571
/catalog/view/doi:10.18739/A2SH1V,5,6,0.000378,11,6,6,0
/view/doi:10.18739/A2FW2X,5,1,0.000378,6,5,1,0
/catalog/view/urn:uuid:7cfb20d6-ad49-414c-b549-261656ca8398,5,4,0.000378,8,5,4,0.25
/catalog/view/doi:10.18739/A29P2W640,5,2,0.000378,5,5,2,1
/catalog/view/urn:uuid:1292b0d3-9d63-48af-9f8e-e249b042299c,5,4,0.000378,23,10,4,0
/view/doi:10.18739/A26N77,5,0,0.000378,10,5,0,null
/catalog/view/doi:10.18739/A2J38KH0Z,5,4,0.000378,20,9,4,0.25
/catalog/view/doi:10.18739/A2CJ87M41,5,4,0.000378,6,5,4,1
/view/doi:10.3334/CDIAC/CLI.NDP026B,5,2,0.000378,27,12,2,1
/view/doi:10.18739/A2679V,5,0,0.000378,10,8,0,null
/view/urn:uuid:a418bc10-23b2-4e13-b0ad-d929df56d81f,5,1,0.000378,26,12,1,1
/view/doi:10.18739/A23C8X,5,0,0.000378,8,7,0,null
/view/autogen.2016032220484711474.3,5,3,0.000378,13,11,3,0.333333333
/catalog/view/urn:uuid:7eb10d4e-cc27-42cd-bb93-28c33cfe794a,5,15,0.000378,33,19,11,0.066666667
/portals/dbo,5,4,0.000377,6,5,4,0.5
/view/urn:uuid:1dff15a5-cc32-47f4-b32d-ed533e5b061e,5,1,0.000377,6,5,1,1
/view/ess-dive-b99c5cd74c4584b-20180328T155000939128,5,0,0.000377,8,6,0,null
/view/arctic-data.13882.3,5,0,0.000377,15,11,0,null
/view/urn:uuid:25b9a9d5-6d2c-4cbf-8be0-c76a248bc34f,5,3,0.000377,20,11,3,0.666666667
/catalog/view/urn:uuid:8a6473c2-e3ec-4d71-a9d2-d429233b5997,5,0,0.000377,21,6,0,null
/view/arctic-data.9845.10,5,1,0.000377,21,10,1,0
/catalog/view/dcx_0550025a-0907-4477-9b83-9e932d7e6890_2,5,5,0.000377,5,5,5,1
/view/urn:uuid:bb5dec3b-bf11-482d-855d-0ae6629aa088,5,1,0.000377,12,7,1,1
/view/doi:10.18739/A26637,5,0,0.000377,14,6,0,null
/catalog/view/urn:uuid:8e9acd1f-1965-43ec-9c0c-0c410f30430e,5,1,0.000377,9,8,0,0
/view/urn:uuid:69e1846d-c563-45dc-b431-af787c67264f,5,0,0.000377,5,5,0,null
/view/arctic-data.10542.2,5,0,0.000377,11,6,0,null
/catalog/view/doi:10.18739/A2901ZG7K,5,4,0.000377,7,5,4,1
/catalog/view/urn:uuid:9bc872d4-b2fa-45ad-b15f-26678015deef,5,3,0.000377,13,7,3,1
/catalog/view/doi:10.18739/A2183433T,5,4,0.000377,5,5,4,1
/catalog/view/urn:uuid:c2736c6b-a3ae-49eb-81f1-35a104104f6c,5,1,0.000377,21,10,1,0
/profile/http://orcid.org/0000-0001-8778-5696,5,8,0.000377,74,27,8,0
/view/doi:10.18739/A2JG80,5,2,0.000377,8,6,2,0.5
/view/doi:10.5065/D6K935N1,5,2,0.000377,8,6,2,1
/catalog/view/dcx_6b770fb9-81d3-464c-a762-f14cdef3edfd_2,5,5,0.000377,5,5,5,1
/catalog/view/urn:uuid:dbb98f07-c0ef-4ba5-8732-60d26831faa0,5,2,0.000376,17,9,2,0
/catalog/view/doi:10.18739/A26H4CR04,5,4,0.000376,5,5,4,1
/catalog/view/doi:10.18739/A2G73748M,5,2,0.000376,7,5,2,1
/share/urn:uuid:0b3d6598-be2e-4fc1-8b58-324866d48c55,5,3,0.000376,13,7,3,0.333333333
/catalog/view/urn:uuid:6b5014bf-70bf-4725-ada6-232284401df7,5,7,0.000376,18,11,7,0.142857143
/catalog/view/urn:uuid:7e3189c8-8389-4d18-b7b4-48eb38ac44ca,5,1,0.000376,13,9,1,0
/catalog/view/doi:10.18739/A2VH5CJ54,5,4,0.000376,5,5,4,1
/view/doi:10.18739/A21V2V,5,0,0.000376,9,7,0,null
/catalog/view/doi:10.18739/A2KW57H79,5,1,0.000376,5,5,1,1
/catalog/view/doi:10.18739/A2987C,5,0,0.000376,11,6,0,null
/view/doi:10.3334/CDIAC/TCM.006,5,0,0.000376,17,9,0,null
/view/arctic-data.14226.1,5,6,0.000376,17,12,6,0.166666667
/catalog/view/doi:10.18739/A25H7BT9S,5,3,0.000376,5,5,3,1
/view/doi:10.5065/D6W9579X,5,1,0.000376,5,5,1,1
/catalog/view/urn:uuid:fb486bc5-0f75-48fc-8c2a-ba151e20433c,5,7,0.000376,21,12,7,0.142857143
/catalog/view/doi:10.18739/A28G8FJ40,5,2,0.000376,13,6,2,1
/view/doi:10.18739/A20V49,5,0,0.000376,13,7,0,null
/catalog/view/dcx_00b8fc63-5981-4110-9926-34774cd376d3_2,5,5,0.000376,5,5,5,1
/view/arctic-data.13923.1,5,1,0.000376,9,7,1,1
/catalog/view/doi:10.18739/A2ZP3W122,5,4,0.000376,5,5,4,1
/catalog/view/doi:10.18739/A28K8J,5,0,0.000376,12,7,0,null
/download/fileDownload.htm?logicalFileId=d3689961-c150-11e5-ad4f-00c0f03d5b7c,5,3,0.000375,5,5,3,1
/catalog/view/doi:10.18739/A2HD7NT26,5,4,0.000375,10,6,4,1
/view/doi:10.18739/A2X57X,5,0,0.000375,12,5,0,null
/catalog/view/dcx_e95c0082-92a6-4c95-bb2c-85bcd60d4394_2,5,5,0.000375,5,5,5,1
/view/doi:10.18739/A2DZ29,5,0,0.000375,12,7,0,null
/catalog/view/urn:uuid:130bc82b-5a71-487a-9dff-74d8a8ef62b5,5,2,0.000375,5,5,2,1
/catalog/view/dcx_fa0cd520-c553-4ff9-90f9-cfe3d0176d7e_2,5,5,0.000375,5,5,5,1
/catalog/view/doi:10.18739/A2H98ZD79,5,4,0.000375,6,6,4,1
/catalog/view/doi:10.18739/A23775V9S,5,4,0.000375,5,5,4,1
/view/doi:10.18739/A2WR97,5,1,0.000375,13,9,1,0
/catalog/view/doi:10.18739/A2R49G932,5,4,0.000375,5,5,4,1
/view/urn:uuid:77653bf8-2993-4aae-8c0a-4f09df0f8d08,5,0,0.000375,5,5,0,null
/Blocked,5,5,0.000375,5,5,5,1
/catalog/view/doi:10.18739/A2FN10S9S,5,4,0.000375,5,5,4,1
/view/doi:10.18739/A2WM3K,5,0,0.000375,8,5,0,null
/view/urn:uuid:e338adc8-fa68-441e-9440-4d165cd90bb6,5,1,0.000375,6,5,1,1
/view/doi:10.18739/A26F75,5,2,0.000375,9,6,2,0
/view/urn:uuid:0fa53f81-6160-4900-a717-7e78567b28e6,5,1,0.000375,9,7,1,0
/view/doi:10.18739/A2P56C,5,1,0.000375,8,7,1,1
/view/arctic-data.14617.1,5,1,0.000375,8,7,1,0
/catalog/view/doi:10.5065/D62B8W6G,5,3,0.000375,6,5,3,1
/view/doi:10.5065/D6H993BT,5,3,0.000375,6,5,3,1
/catalog/view/urn:uuid:6889d903-860a-436d-8110-aae64289684e,5,1,0.000374,8,6,1,0
/view/doi:10.18739/A25Q2Q,5,4,0.000374,12,10,4,0.25
/view/doi:10.5065/D6V40S7Q,5,2,0.000374,7,5,2,0
/view/urn:uuid:9dd47b66-e137-44a5-8bb7-f60f0b53cf92,5,0,0.000374,10,7,0,null
/view/urn:uuid:d965508c-1e9c-4a07-ae31-d8d29016be52,5,0,0.000374,7,6,0,null
/catalog/view/doi:10.18739/A27W6761N,5,4,0.000374,5,5,4,1
/view/urn:uuid:d5720555-bd91-4a6c-941b-c4a48a58d38a,5,0,0.000374,22,9,0,null
/view/doi:10.18739/A2KD6V,5,0,0.000374,6,5,0,null
/catalog/view/urn:uuid:1c71ece8-3a6b-4bcd-96ad-306f1865d138,5,1,0.000374,9,5,1,1
/view/urn:uuid:d3a91da1-7787-4a1b-9757-088bf70641ca,5,4,0.000374,19,9,4,0.5
/view/urn:uuid:133ee456-0741-4030-ba51-88ebb7c45215,5,3,0.000374,18,7,3,0.666666667
/catalog/view/doi:10.18739/A21R6N18H,5,4,0.000374,8,5,4,1
/download/fileDownload.htm?fileAccessPointId=ae7e6042-7feb-482d-9e51-7234ef9825db,5,4,0.000374,5,5,4,0.75
/view/arctic-data.9545.1.,5,4,0.000374,9,8,4,0.25
/catalog/view/doi:10.18739/A2QK1X,5,5,0.000374,10,9,5,0.6
/view/doi:10.18739/A2V278,5,2,0.000374,26,11,2,0
/view/doi:10.18739/A2310F,5,2,0.000374,9,7,2,1
/catalog/view/doi:10.18739/A23X83M55,5,4,0.000374,5,5,4,1
/view/urn:uuid:9204a0f3-3c41-4fec-b82c-536208c020ad,5,6,0.000374,10,8,6,0.666666667
/catalog/view/doi:10.18739/A22T1F,5,1,0.000374,5,5,1,1
/view/urn:uuid:d280aefd-990f-4321-a47f-1fcca4a4e028,5,0,0.000374,12,5,0,null
/view/doi:10.5065/D6PZ56X8,5,3,0.000373,7,5,3,0.666666667
/catalog/view/doi:10.18739/A2CD3V,5,3,0.000373,6,5,3,0.666666667
/catalog/view/doi:10.5065/D6KD1W1X,5,6,0.000373,8,7,6,0.666666667
/catalog/view/doi:10.18739/A2862BC30,5,5,0.000373,5,5,5,1
/view/arctic-data.9878.1.,5,1,0.000373,7,7,1,0
/catalog/view/urn:uuid:790bc419-96c3-4e6d-87b9-db79819c98ef,5,5,0.000373,14,7,5,0.2
/view/doi:10.18739/A2C24QM7X,5,2,0.000373,10,7,2,0.5
/view/doi:10.18739/A2CW6T,5,1,0.000373,17,9,1,0
/catalog/view/doi:10.18739/A2PH3P,5,0,0.000373,5,5,0,null
/view/doi:10.5065/D6S180PD,5,2,0.000373,10,9,2,0.5
/data/query=carbon,5,4,0.000373,5,5,4,1
/view/urn:uuid:37bb3837-9cbd-4c1d-88e2-44babea83b75,5,3,0.000373,17,8,3,0.333333333
/view/urn:uuid:e29523da-bb48-4397-bcf2-f4e5bff99d63,5,2,0.000373,8,6,2,0.5
/view/arctic-data.9907.1,5,0,0.000373,10,8,0,null
/view/arctic-data.14444.1,5,3,0.000373,17,12,3,0.333333333
/catalog/view/urn:uuid:9571d21d-448a-4ab7-99f5-2f4f95950efd,5,8,0.000373,33,14,8,0.5
/catalog/view/doi:10.18739/A2PC2T81X,5,0,0.000373,7,5,0,null
/catalog/view/doi:10.18739/A24B2X54Z,5,4,0.000373,5,5,4,1
/catalog/view/urn:uuid:3bcd9193-826b-45e4-94da-21c005ab60d2,5,8,0.000373,13,11,8,0.75
/catalog/view/urn:uuid:9b957e05-142f-4517-84b3-3c57c1bc6e49,5,0,0.000373,19,11,0,null
/catalog/view/doi:10.18739/A22541,5,0,0.000373,8,6,0,null
/catalog/view/urn:uuid:b6d679c3-003b-4b37-8cc2-5def8eb7681a,5,0,0.000373,13,9,0,null
